Invoice_ID,Unit_price,Quantity,Tax 5%,Total,Date,Time,Payment,gross_income,rating,Month,DOW,Time_range,Customer type,Gender,product_line,City ,Branch,Rating_group
687-47-8271,98.98,10,49.49,"1,039.29",2/8/2019,16:20,Credit card,49.49,8.7,Feb,Fri,evening,Normal,Male,Fashion accessories,Yangon,A,Good
796-32-9050,51.28,6,15.38,323.06,1/19/2019,16:31,Cash,15.38,6.5,Jan,Sat,evening,Normal,Male,Food and beverages,Yangon,A,Average
105-31-1824,69.52,7,24.33,510.97,2/1/2019,15:10,Credit card,24.33,8.5,Feb,Fri,afternoon,Member,Male,Sports and travel,Yangon,A,Good
249-42-3782,70.01,5,17.50,367.55,1/3/2019,11:36,Ewallet,17.50,5.5,Jan,Thu,morning,Normal,Male,Health and beauty,Yangon,A,Poor
316-55-4634,80.05,5,20.01,420.26,1/26/2019,12:45,Credit card,20.01,9.4,Jan,Sat,afternoon,Member,Male,Food and beverages,Mandalay,B,Good
733-33-4967,20.85,8,8.34,175.14,3/3/2019,19:17,Cash,8.34,6.3,Mar,Sun,evening,Normal,Male,Electronic accessories,Naypyitaw,C,Average
608-27-6295,52.89,6,15.87,333.21,1/19/2019,17:34,Credit card,15.87,9.8,Jan,Sat,evening,Member,Male,Electronic accessories,Mandalay,B,Good
414-12-7047,19.79,8,7.92,166.24,1/18/2019,12:04,Ewallet,7.92,8.7,Jan,Fri,afternoon,Normal,Male,Food and beverages,Mandalay,B,Good
827-26-2100,33.84,9,15.23,319.79,3/21/2019,16:21,Ewallet,15.23,8.8,Mar,Thu,evening,Member,Male,Home and lifestyle,Yangon,A,Good
175-54-2529,22.17,8,8.87,186.23,3/3/2019,17:01,Credit card,8.87,9.6,Mar,Sun,evening,Member,Male,Food and beverages,Yangon,A,Good
139-52-2867,22.51,7,7.88,165.45,2/13/2019,10:50,Credit card,7.88,4.8,Feb,Wed,morning,Normal,Female,Fashion accessories,Naypyitaw,C,Poor
407-63-8975,73.88,6,22.16,465.44,3/23/2019,19:16,Ewallet,22.16,4.4,Mar,Sat,evening,Normal,Male,Food and beverages,Yangon,A,Poor
342-65-4817,86.80,3,13.02,273.42,1/28/2019,16:47,Ewallet,13.02,9.9,Jan,Mon,evening,Member,Male,Health and beauty,Naypyitaw,C,Good
130-98-8941,64.26,7,22.49,472.31,2/9/2019,10:00,Cash,22.49,5.7,Feb,Sat,morning,Normal,Male,Fashion accessories,Naypyitaw,C,Poor
434-83-9547,38.47,8,15.39,323.15,1/23/2019,11:51,Cash,15.39,7.7,Jan,Wed,morning,Member,Male,Food and beverages,Naypyitaw,C,Average
851-28-6367,15.50,10,7.75,162.75,3/23/2019,10:55,Ewallet,7.75,8.0,Mar,Sat,morning,Member,Male,Sports and travel,Yangon,A,Good
824-88-3614,34.31,8,13.72,288.20,1/25/2019,15:00,Ewallet,13.72,5.7,Jan,Fri,afternoon,Normal,Male,Health and beauty,Naypyitaw,C,Poor
586-25-0848,12.34,7,4.32,90.70,3/4/2019,11:19,Credit card,4.32,6.7,Mar,Mon,morning,Normal,Female,Sports and travel,Yangon,A,Average
895-66-0685,18.08,3,2.71,56.95,3/5/2019,19:46,Ewallet,2.71,8.0,Mar,Tue,evening,Member,Male,Food and beverages,Mandalay,B,Good
305-14-0245,94.49,8,37.80,793.72,3/3/2019,19:00,Ewallet,37.80,7.5,Mar,Sun,evening,Member,Female,Home and lifestyle,Mandalay,B,Average
732-04-5373,46.47,4,9.29,195.17,2/8/2019,10:53,Cash,9.29,7.0,Feb,Fri,morning,Member,Male,Home and lifestyle,Mandalay,B,Average
400-60-7251,74.07,1,3.70,77.77,2/10/2019,12:50,Ewallet,3.70,9.9,Feb,Sun,afternoon,Normal,Male,Home and lifestyle,Yangon,A,Good
593-65-1552,69.81,4,13.96,293.20,1/28/2019,20:50,Credit card,13.96,5.9,Jan,Mon,evening,Normal,Female,Home and lifestyle,Naypyitaw,C,Poor
284-34-9626,77.04,3,11.56,242.68,2/11/2019,10:39,Credit card,11.56,7.2,Feb,Mon,morning,Normal,Female,Home and lifestyle,Mandalay,B,Average
437-58-8131,73.52,2,7.35,154.39,1/15/2019,13:41,Ewallet,7.35,4.6,Jan,Tue,afternoon,Normal,Female,Fashion accessories,Mandalay,B,Poor
286-43-6208,87.80,9,39.51,829.71,3/16/2019,19:08,Cash,39.51,9.2,Mar,Sat,evening,Normal,Female,Food and beverages,Naypyitaw,C,Good
641-43-2399,25.55,4,5.11,107.31,1/26/2019,20:23,Ewallet,5.11,5.7,Jan,Sat,evening,Normal,Male,Home and lifestyle,Mandalay,B,Poor
831-07-6050,32.71,5,8.18,171.73,3/19/2019,11:30,Credit card,8.18,9.9,Mar,Tue,morning,Normal,Male,Electronic accessories,Yangon,A,Good
556-86-3144,74.29,1,3.71,78.00,1/13/2019,19:30,Cash,3.71,5.0,Jan,Sun,evening,Member,Female,Fashion accessories,Naypyitaw,C,Poor
848-24-9445,43.70,2,4.37,91.77,3/26/2019,18:03,Cash,4.37,4.9,Mar,Tue,evening,Member,Male,Health and beauty,Naypyitaw,C,Poor
856-22-8149,25.29,1,1.26,26.55,3/23/2019,10:13,Ewallet,1.26,6.1,Mar,Sat,morning,Normal,Female,Home and lifestyle,Yangon,A,Average
699-01-4164,41.50,4,8.30,174.30,3/12/2019,19:58,Credit card,8.30,8.2,Mar,Tue,evening,Normal,Male,Health and beauty,Naypyitaw,C,Good
420-11-4919,71.39,5,17.85,374.80,2/17/2019,19:57,Credit card,17.85,5.5,Feb,Sun,evening,Member,Female,Food and beverages,Naypyitaw,C,Poor
606-80-4905,19.15,6,5.75,120.65,1/29/2019,10:01,Credit card,5.75,6.8,Jan,Tue,morning,Member,Female,Sports and travel,Naypyitaw,C,Average
542-41-0513,57.49,4,11.50,241.46,3/15/2019,11:57,Cash,11.50,6.6,Mar,Fri,morning,Member,Female,Electronic accessories,Mandalay,B,Average
426-39-2418,61.41,7,21.49,451.36,1/14/2019,10:02,Cash,21.49,9.8,Jan,Mon,morning,Normal,Male,Electronic accessories,Naypyitaw,C,Good
875-46-5808,25.90,10,12.95,271.95,2/6/2019,14:51,Ewallet,12.95,8.7,Feb,Wed,afternoon,Member,Male,Health and beauty,Mandalay,B,Good
394-43-4238,17.77,5,4.44,93.29,2/15/2019,12:42,Credit card,4.44,5.4,Feb,Fri,afternoon,Member,Male,Home and lifestyle,Mandalay,B,Poor
749-24-1565,23.03,9,10.36,217.63,1/3/2019,12:02,Ewallet,10.36,7.9,Jan,Thu,afternoon,Normal,Female,Health and beauty,Yangon,A,Average
672-51-8681,66.65,9,29.99,629.84,1/4/2019,18:19,Credit card,29.99,9.7,Jan,Fri,evening,Member,Female,Electronic accessories,Naypyitaw,C,Good
263-87-5680,28.53,10,14.27,299.57,3/18/2019,17:38,Ewallet,14.27,7.8,Mar,Mon,evening,Member,Female,Home and lifestyle,Naypyitaw,C,Average
573-58-9734,30.37,3,4.56,95.67,3/28/2019,13:41,Ewallet,4.56,5.1,Mar,Thu,afternoon,Normal,Female,Fashion accessories,Mandalay,B,Poor
817-69-8206,99.73,9,44.88,942.45,3/2/2019,19:42,Credit card,44.88,6.5,Mar,Sat,evening,Normal,Female,Electronic accessories,Mandalay,B,Average
888-02-0338,26.23,9,11.80,247.87,1/25/2019,20:24,Ewallet,11.80,5.9,Jan,Fri,evening,Normal,Male,Electronic accessories,Yangon,A,Poor
677-11-0152,93.26,9,41.97,881.31,1/16/2019,18:08,Cash,41.97,8.8,Jan,Wed,evening,Normal,Female,Food and beverages,Naypyitaw,C,Good
142-63-6033,92.36,5,23.09,484.89,3/20/2019,19:17,Ewallet,23.09,4.9,Mar,Wed,evening,Normal,Male,Home and lifestyle,Mandalay,B,Poor
656-16-1063,46.42,3,6.96,146.22,1/4/2019,13:24,Credit card,6.96,4.4,Jan,Fri,afternoon,Normal,Male,Sports and travel,Mandalay,B,Poor
891-58-8335,29.61,7,10.36,217.63,3/11/2019,15:53,Cash,10.36,6.5,Mar,Mon,afternoon,Member,Female,Sports and travel,Mandalay,B,Average
802-43-8934,18.28,1,0.91,19.19,3/22/2019,15:05,Credit card,0.91,8.3,Mar,Fri,afternoon,Normal,Male,Home and lifestyle,Yangon,A,Good
560-30-5617,24.77,5,6.19,130.04,3/24/2019,18:27,Cash,6.19,8.5,Mar,Sun,evening,Normal,Female,Sports and travel,Mandalay,B,Good
319-74-2561,94.64,3,14.20,298.12,2/21/2019,16:55,Cash,14.20,5.5,Feb,Thu,evening,Member,Female,Electronic accessories,Yangon,A,Poor
549-03-9315,94.87,8,37.95,796.91,2/12/2019,12:58,Ewallet,37.95,8.7,Feb,Tue,afternoon,Normal,Male,Fashion accessories,Mandalay,B,Good
790-29-1172,57.34,3,8.60,180.62,3/10/2019,18:59,Credit card,8.60,7.9,Mar,Sun,evening,Normal,Female,Food and beverages,Mandalay,B,Average
239-36-3640,45.35,6,13.61,285.71,1/31/2019,13:44,Ewallet,13.61,6.1,Jan,Thu,afternoon,Normal,Male,Electronic accessories,Mandalay,B,Average
468-01-2051,62.08,7,21.73,456.29,3/6/2019,13:46,Ewallet,21.73,5.4,Mar,Wed,afternoon,Normal,Male,Food and beverages,Mandalay,B,Poor
389-25-3394,11.81,5,2.95,62.00,2/17/2019,18:06,Cash,2.95,9.4,Feb,Sun,evening,Normal,Male,Electronic accessories,Naypyitaw,C,Good
279-62-1445,12.54,1,0.63,13.17,2/21/2019,12:38,Cash,0.63,8.2,Feb,Thu,afternoon,Member,Female,Fashion accessories,Naypyitaw,C,Good
213-72-6612,43.25,2,4.33,90.83,3/20/2019,15:56,Cash,4.33,6.2,Mar,Wed,afternoon,Normal,Male,Food and beverages,Yangon,A,Average
746-68-6593,87.16,2,8.72,183.04,1/11/2019,14:29,Credit card,8.72,9.7,Jan,Fri,afternoon,Member,Female,Sports and travel,Naypyitaw,C,Good
836-82-5858,69.37,9,31.22,655.55,1/26/2019,19:14,Ewallet,31.22,4.0,Jan,Sat,evening,Member,Male,Health and beauty,Mandalay,B,Poor
583-72-1480,37.06,4,7.41,155.65,1/31/2019,16:24,Ewallet,7.41,9.7,Jan,Thu,evening,Member,Male,Electronic accessories,Naypyitaw,C,Good
466-61-5506,90.70,6,27.21,571.41,2/26/2019,10:52,Cash,27.21,5.3,Feb,Tue,morning,Member,Female,Electronic accessories,Mandalay,B,Poor
721-86-6247,63.42,8,25.37,532.73,3/11/2019,12:55,Ewallet,25.37,7.4,Mar,Mon,afternoon,Normal,Female,Home and lifestyle,Yangon,A,Average
289-65-5721,81.37,2,8.14,170.88,1/26/2019,19:28,Cash,8.14,6.5,Jan,Sat,evening,Normal,Female,Fashion accessories,Mandalay,B,Average
545-46-3100,10.59,3,1.59,33.36,3/12/2019,13:52,Credit card,1.59,8.7,Mar,Tue,afternoon,Member,Female,Electronic accessories,Mandalay,B,Good
418-02-5978,84.09,9,37.84,794.65,2/11/2019,10:54,Cash,37.84,8.0,Feb,Mon,morning,Normal,Female,Health and beauty,Mandalay,B,Good
269-04-5750,73.82,4,14.76,310.04,2/21/2019,18:31,Cash,14.76,6.7,Feb,Thu,evening,Member,Male,Fashion accessories,Mandalay,B,Average
157-13-5295,51.94,10,25.97,545.37,3/9/2019,18:24,Ewallet,25.97,6.5,Mar,Sat,evening,Member,Male,Health and beauty,Yangon,A,Average
645-78-8093,93.14,2,9.31,195.59,1/20/2019,18:09,Ewallet,9.31,4.1,Jan,Sun,evening,Normal,Female,Sports and travel,Yangon,A,Poor
211-30-9270,17.41,5,4.35,91.40,1/28/2019,15:16,Credit card,4.35,4.9,Jan,Mon,afternoon,Normal,Male,Health and beauty,Naypyitaw,C,Poor
755-12-3214,44.22,5,11.06,232.16,3/5/2019,17:07,Credit card,11.06,8.6,Mar,Tue,evening,Member,Female,Fashion accessories,Naypyitaw,C,Good
346-84-3103,13.22,5,3.31,69.41,3/2/2019,19:26,Cash,3.31,4.3,Mar,Sat,evening,Member,Female,Electronic accessories,Mandalay,B,Poor
478-06-7835,89.69,1,4.48,94.17,1/11/2019,11:20,Ewallet,4.48,4.9,Jan,Fri,morning,Normal,Male,Fashion accessories,Yangon,A,Poor
540-11-4336,24.94,9,11.22,235.68,1/11/2019,16:49,Credit card,11.22,5.6,Jan,Fri,evening,Normal,Male,Food and beverages,Yangon,A,Poor
448-81-5016,59.77,2,5.98,125.52,3/11/2019,12:01,Credit card,5.98,5.8,Mar,Mon,afternoon,Normal,Male,Health and beauty,Yangon,A,Poor
142-72-4741,93.20,2,9.32,195.72,2/28/2019,18:37,Credit card,9.32,6.0,Feb,Thu,evening,Member,Male,Fashion accessories,Naypyitaw,C,Average
217-58-1179,62.65,4,12.53,263.13,1/5/2019,11:25,Cash,12.53,4.2,Jan,Sat,morning,Member,Male,Home and lifestyle,Yangon,A,Poor
376-02-8238,93.87,8,37.55,788.51,2/2/2019,18:42,Credit card,37.55,8.3,Feb,Sat,evening,Normal,Male,Home and lifestyle,Mandalay,B,Good
530-90-9855,47.59,8,19.04,399.76,1/1/2019,14:47,Cash,19.04,5.7,Jan,Tue,afternoon,Member,Male,Home and lifestyle,Yangon,A,Poor
866-05-7563,81.40,3,12.21,256.41,2/9/2019,19:43,Cash,12.21,4.8,Feb,Sat,evening,Member,Female,Electronic accessories,Mandalay,B,Poor
604-70-6476,17.94,5,4.49,94.19,1/23/2019,14:04,Ewallet,4.49,6.8,Jan,Wed,afternoon,Member,Male,Fashion accessories,Yangon,A,Average
799-71-1548,77.72,4,15.54,326.42,1/7/2019,16:11,Credit card,15.54,8.8,Jan,Mon,evening,Member,Male,Electronic accessories,Yangon,A,Good
785-13-7708,73.06,7,25.57,536.99,1/14/2019,19:06,Credit card,25.57,4.2,Jan,Mon,evening,Normal,Male,Food and beverages,Mandalay,B,Poor
845-51-0542,46.55,9,20.95,439.90,2/2/2019,15:34,Ewallet,20.95,6.4,Feb,Sat,afternoon,Member,Male,Food and beverages,Mandalay,B,Average
662-47-5456,35.19,10,17.60,369.50,3/17/2019,19:06,Credit card,17.60,8.4,Mar,Sun,evening,Member,Male,Fashion accessories,Naypyitaw,C,Good
883-17-4236,14.39,2,1.44,30.22,3/2/2019,19:44,Credit card,1.44,7.2,Mar,Sat,evening,Normal,Female,Sports and travel,Naypyitaw,C,Average
290-68-2984,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,4.75,5.2,Mar,Sat,morning,Normal,Male,Home and lifestyle,Yangon,A,Poor
704-11-6354,58.90,8,23.56,494.76,1/6/2019,11:23,Cash,23.56,8.9,Jan,Sun,morning,Member,Male,Home and lifestyle,Yangon,A,Good
110-48-7033,32.62,4,6.52,137.00,1/29/2019,14:12,Cash,6.52,9.0,Jan,Tue,afternoon,Member,Male,Fashion accessories,Mandalay,B,Good
366-93-0948,66.35,1,3.32,69.67,1/31/2019,10:46,Credit card,3.32,9.7,Jan,Thu,morning,Member,Male,Electronic accessories,Yangon,A,Good
729-09-9681,25.91,6,7.77,163.23,2/5/2019,10:16,Ewallet,7.77,8.7,Feb,Tue,morning,Member,Male,Home and lifestyle,Yangon,A,Good
151-16-1484,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,6.45,6.5,Feb,Wed,afternoon,Member,Male,Electronic accessories,Yangon,A,Average
380-94-4661,65.94,4,13.19,276.95,2/7/2019,13:05,Credit card,13.19,6.9,Feb,Thu,afternoon,Member,Male,Electronic accessories,Naypyitaw,C,Average
850-41-9669,75.06,9,33.78,709.32,3/19/2019,13:25,Ewallet,33.78,6.2,Mar,Tue,afternoon,Normal,Female,Electronic accessories,Yangon,A,Average
821-07-3596,16.45,4,3.29,69.09,3/7/2019,14:53,Ewallet,3.29,5.6,Mar,Thu,afternoon,Normal,Female,Fashion accessories,Naypyitaw,C,Poor
655-85-5130,38.30,4,7.66,160.86,3/13/2019,19:22,Cash,7.66,5.7,Mar,Wed,evening,Member,Female,Fashion accessories,Mandalay,B,Poor
447-15-7839,22.24,10,11.12,233.52,2/9/2019,11:00,Cash,11.12,4.2,Feb,Sat,morning,Member,Female,Sports and travel,Yangon,A,Poor
154-74-7179,54.45,1,2.72,57.17,2/26/2019,19:24,Ewallet,2.72,7.9,Feb,Tue,evening,Normal,Male,Sports and travel,Mandalay,B,Average
253-12-6086,98.40,7,34.44,723.24,3/12/2019,12:43,Credit card,34.44,8.7,Mar,Tue,afternoon,Member,Female,Sports and travel,Yangon,A,Good
808-65-0703,35.47,4,7.09,148.97,3/14/2019,17:22,Credit card,7.09,6.9,Mar,Thu,evening,Normal,Male,Home and lifestyle,Naypyitaw,C,Average
571-94-0759,74.60,10,37.30,783.30,1/8/2019,20:55,Cash,37.30,9.5,Jan,Tue,evening,Member,Female,Food and beverages,Mandalay,B,Good
144-51-6085,70.74,4,14.15,297.11,1/5/2019,16:05,Credit card,14.15,4.4,Jan,Sat,evening,Member,Male,Home and lifestyle,Yangon,A,Poor
731-14-2199,35.54,10,17.77,373.17,1/4/2019,13:34,Ewallet,17.77,7.0,Jan,Fri,afternoon,Member,Female,Home and lifestyle,Yangon,A,Average
783-09-1637,67.43,5,16.86,354.01,3/6/2019,18:13,Ewallet,16.86,6.3,Mar,Wed,evening,Normal,Female,Sports and travel,Mandalay,B,Average
687-15-1097,21.12,2,2.11,44.35,1/3/2019,19:17,Cash,2.11,9.7,Jan,Thu,evening,Member,Female,Health and beauty,Naypyitaw,C,Good
126-54-1082,21.54,9,9.69,203.55,1/7/2019,11:44,Credit card,9.69,8.8,Jan,Mon,morning,Member,Female,Home and lifestyle,Yangon,A,Good
633-91-1052,12.03,2,1.20,25.26,1/27/2019,15:51,Cash,1.20,5.1,Jan,Sun,afternoon,Normal,Female,Home and lifestyle,Yangon,A,Poor
477-24-6490,99.71,6,29.91,628.17,2/26/2019,16:52,Ewallet,29.91,7.9,Feb,Tue,evening,Normal,Female,Health and beauty,Mandalay,B,Average
566-19-5475,47.97,7,16.79,352.58,1/7/2019,20:52,Cash,16.79,6.2,Jan,Mon,evening,Normal,Male,Fashion accessories,Mandalay,B,Average
526-86-8552,21.82,10,10.91,229.11,1/7/2019,17:36,Cash,10.91,7.1,Jan,Mon,evening,Member,Female,Home and lifestyle,Naypyitaw,C,Average
376-56-3573,95.42,4,19.08,400.76,2/2/2019,13:23,Ewallet,19.08,6.4,Feb,Sat,afternoon,Normal,Female,Fashion accessories,Naypyitaw,C,Average
537-72-0426,70.99,10,35.50,745.40,3/20/2019,16:28,Cash,35.50,5.7,Mar,Wed,evening,Member,Male,Fashion accessories,Naypyitaw,C,Poor
828-61-5674,44.02,10,22.01,462.21,3/20/2019,19:57,Credit card,22.01,9.6,Mar,Wed,evening,Member,Male,Sports and travel,Yangon,A,Good
136-08-6195,69.96,8,27.98,587.66,2/15/2019,17:01,Credit card,27.98,6.4,Feb,Fri,evening,Normal,Female,Home and lifestyle,Yangon,A,Average
523-38-0215,37.00,1,1.85,38.85,3/6/2019,13:29,Credit card,1.85,7.9,Mar,Wed,afternoon,Normal,Male,Home and lifestyle,Naypyitaw,C,Average
490-29-1201,15.34,1,0.77,16.11,1/6/2019,11:09,Cash,0.77,6.5,Jan,Sun,morning,Normal,Female,Sports and travel,Yangon,A,Average
667-92-0055,99.83,6,29.95,628.93,3/4/2019,15:02,Ewallet,29.95,8.5,Mar,Mon,afternoon,Member,Male,Health and beauty,Yangon,A,Good
565-17-3836,47.67,4,9.53,200.21,3/12/2019,14:21,Cash,9.53,9.1,Mar,Tue,afternoon,Member,Female,Health and beauty,Yangon,A,Good
498-41-1961,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,16.67,7.6,Feb,Wed,evening,Normal,Male,Health and beauty,Mandalay,B,Average
593-95-4461,74.86,1,3.74,78.60,3/24/2019,14:49,Cash,3.74,6.9,Mar,Sun,afternoon,Member,Male,Home and lifestyle,Naypyitaw,C,Average
226-71-3580,23.75,9,10.69,224.44,1/31/2019,12:02,Cash,10.69,9.5,Jan,Thu,afternoon,Normal,Female,Sports and travel,Naypyitaw,C,Good
283-79-9594,48.51,7,16.98,356.55,1/25/2019,13:30,Credit card,16.98,5.2,Jan,Fri,afternoon,Normal,Female,Food and beverages,Mandalay,B,Poor
430-60-3493,94.88,7,33.21,697.37,2/3/2019,14:38,Cash,33.21,4.2,Feb,Sun,afternoon,Member,Female,Home and lifestyle,Yangon,A,Poor
139-20-0155,40.30,10,20.15,423.15,1/24/2019,17:37,Credit card,20.15,7.0,Jan,Thu,evening,Member,Male,Electronic accessories,Mandalay,B,Average
558-80-4082,27.85,7,9.75,204.70,3/14/2019,17:20,Ewallet,9.75,6.0,Mar,Thu,evening,Normal,Male,Electronic accessories,Naypyitaw,C,Average
278-97-7759,62.48,1,3.12,65.60,2/18/2019,20:29,Cash,3.12,4.7,Feb,Mon,evening,Member,Female,Electronic accessories,Yangon,A,Poor
316-68-6352,36.36,2,3.64,76.36,1/21/2019,10:00,Cash,3.64,7.1,Jan,Mon,morning,Member,Female,Food and beverages,Yangon,A,Average
585-03-5943,18.11,10,9.06,190.16,3/13/2019,11:46,Ewallet,9.06,5.9,Mar,Wed,morning,Normal,Male,Health and beauty,Mandalay,B,Poor
211-05-0490,51.92,5,12.98,272.58,3/3/2019,13:42,Cash,12.98,7.5,Mar,Sun,afternoon,Member,Female,Electronic accessories,Naypyitaw,C,Average
727-75-6477,28.84,4,5.77,121.13,3/29/2019,14:44,Cash,5.77,6.4,Mar,Fri,afternoon,Normal,Male,Electronic accessories,Naypyitaw,C,Average
744-02-5987,78.38,6,23.51,493.79,1/10/2019,14:16,Ewallet,23.51,5.8,Jan,Thu,afternoon,Member,Male,Home and lifestyle,Yangon,A,Poor
307-83-9164,60.01,4,12.00,252.04,1/25/2019,15:54,Cash,12.00,4.5,Jan,Fri,afternoon,Member,Male,Home and lifestyle,Yangon,A,Poor
779-06-0012,88.61,1,4.43,93.04,1/19/2019,10:21,Cash,4.43,7.7,Jan,Sat,morning,Member,Female,Home and lifestyle,Naypyitaw,C,Average
446-47-6729,99.82,2,9.98,209.62,1/2/2019,18:09,Credit card,9.98,6.7,Jan,Wed,evening,Normal,Male,Fashion accessories,Naypyitaw,C,Average
573-10-3877,39.01,1,1.95,40.96,3/12/2019,16:46,Credit card,1.95,4.7,Mar,Tue,evening,Member,Male,Health and beauty,Mandalay,B,Poor
735-06-4124,48.61,1,2.43,51.04,2/25/2019,15:31,Cash,2.43,4.4,Feb,Mon,afternoon,Normal,Male,Food and beverages,Naypyitaw,C,Poor
439-54-7422,51.19,4,10.24,215.00,3/18/2019,17:15,Credit card,10.24,4.7,Mar,Mon,evening,Normal,Female,Electronic accessories,Yangon,A,Poor
396-90-2219,14.96,8,5.98,125.66,2/23/2019,12:29,Cash,5.98,8.6,Feb,Sat,afternoon,Normal,Female,Electronic accessories,Mandalay,B,Good
411-77-0180,72.20,7,25.27,530.67,3/26/2019,20:14,Ewallet,25.27,4.3,Mar,Tue,evening,Member,Male,Electronic accessories,Yangon,A,Poor
286-01-5402,40.23,7,14.08,295.69,3/30/2019,13:22,Cash,14.08,9.6,Mar,Sat,afternoon,Normal,Female,Sports and travel,Yangon,A,Good
803-17-8013,88.79,8,35.52,745.84,2/17/2019,17:09,Cash,35.52,4.1,Feb,Sun,evening,Member,Female,Home and lifestyle,Yangon,A,Poor
512-98-1403,26.48,3,3.97,83.41,3/21/2019,10:40,Ewallet,3.97,4.7,Mar,Thu,morning,Member,Female,Electronic accessories,Yangon,A,Poor
848-42-2560,81.91,2,8.19,172.01,3/5/2019,17:43,Cash,8.19,7.8,Mar,Tue,evening,Normal,Female,Fashion accessories,Yangon,A,Average
532-59-7201,79.93,6,23.98,503.56,1/31/2019,14:04,Cash,23.98,5.5,Jan,Thu,afternoon,Member,Male,Sports and travel,Mandalay,B,Poor
181-94-6432,69.33,2,6.93,145.59,2/5/2019,19:05,Ewallet,6.93,9.7,Feb,Tue,evening,Member,Male,Fashion accessories,Naypyitaw,C,Good
870-76-1733,14.23,5,3.56,74.71,2/1/2019,10:08,Credit card,3.56,4.4,Feb,Fri,morning,Member,Female,Food and beverages,Yangon,A,Poor
423-64-4619,15.55,9,7.00,146.95,3/7/2019,13:12,Cash,7.00,5.0,Mar,Thu,afternoon,Member,Female,Health and beauty,Yangon,A,Poor
227-07-4446,78.13,10,39.07,820.37,2/10/2019,20:51,Cash,39.07,4.4,Feb,Sun,evening,Member,Female,Electronic accessories,Naypyitaw,C,Poor
174-36-3675,99.37,2,9.94,208.68,2/14/2019,17:29,Cash,9.94,5.2,Feb,Thu,evening,Member,Male,Food and beverages,Naypyitaw,C,Poor
428-83-5800,21.08,3,3.16,66.40,2/9/2019,10:25,Cash,3.16,7.3,Feb,Sat,morning,Member,Female,Food and beverages,Naypyitaw,C,Average
603-07-0961,74.79,5,18.70,392.65,1/10/2019,11:34,Cash,18.70,4.9,Jan,Thu,morning,Member,Male,Electronic accessories,Naypyitaw,C,Poor
704-20-4138,29.67,7,10.38,218.07,3/11/2019,18:58,Credit card,10.38,8.1,Mar,Mon,evening,Member,Female,Health and beauty,Naypyitaw,C,Good
787-15-1757,44.07,4,8.81,185.09,2/18/2019,16:28,Ewallet,8.81,8.4,Feb,Mon,evening,Member,Male,Health and beauty,Naypyitaw,C,Good
649-11-3678,22.93,9,10.32,216.69,2/26/2019,20:26,Cash,10.32,5.5,Feb,Tue,evening,Normal,Female,Food and beverages,Naypyitaw,C,Poor
622-20-1945,39.42,1,1.97,41.39,1/18/2019,15:08,Cash,1.97,8.4,Jan,Fri,afternoon,Normal,Female,Health and beauty,Naypyitaw,C,Good
372-94-8041,15.26,6,4.58,96.14,2/15/2019,18:03,Ewallet,4.58,9.8,Feb,Fri,evening,Normal,Male,Health and beauty,Yangon,A,Good
563-91-7120,61.77,5,15.44,324.29,3/8/2019,13:21,Cash,15.44,6.7,Mar,Fri,afternoon,Normal,Female,Fashion accessories,Yangon,A,Average
746-54-5508,21.52,6,6.46,135.58,1/17/2019,12:48,Credit card,6.46,9.4,Jan,Thu,afternoon,Normal,Male,Home and lifestyle,Yangon,A,Good
276-54-0879,97.74,4,19.55,410.51,3/12/2019,19:53,Ewallet,19.55,6.4,Mar,Tue,evening,Normal,Male,Sports and travel,Mandalay,B,Average
815-11-1168,99.78,5,24.95,523.85,3/9/2019,19:09,Cash,24.95,5.4,Mar,Sat,evening,Member,Male,Food and beverages,Yangon,A,Poor
719-76-3868,94.26,4,18.85,395.89,3/12/2019,16:30,Cash,18.85,8.6,Mar,Tue,evening,Member,Male,Food and beverages,Naypyitaw,C,Good
730-61-8757,51.13,4,10.23,214.75,1/25/2019,10:11,Credit card,10.23,4.0,Jan,Fri,morning,Member,Male,Health and beauty,Mandalay,B,Poor
340-66-0321,36.36,4,7.27,152.71,3/25/2019,13:07,Cash,7.27,7.6,Mar,Mon,afternoon,Member,Male,Electronic accessories,Yangon,A,Average
868-81-1752,22.02,9,9.91,208.09,2/7/2019,18:48,Cash,9.91,6.8,Feb,Thu,evening,Normal,Male,Home and lifestyle,Mandalay,B,Average
634-97-8956,32.90,3,4.94,103.64,2/17/2019,17:27,Credit card,4.94,9.1,Feb,Sun,evening,Normal,Male,Food and beverages,Yangon,A,Good
566-71-1091,77.02,5,19.26,404.36,2/3/2019,15:59,Cash,19.26,5.5,Feb,Sun,afternoon,Normal,Male,Fashion accessories,Yangon,A,Poor
442-48-3607,23.48,2,2.35,49.31,3/14/2019,11:21,Credit card,2.35,7.9,Mar,Thu,morning,Member,Male,Food and beverages,Yangon,A,Average
835-16-0096,14.70,5,3.68,77.18,3/24/2019,13:48,Ewallet,3.68,8.5,Mar,Sun,afternoon,Member,Male,Sports and travel,Naypyitaw,C,Good
